Step 0
3,2,3,1,2,3,1,2,2,0
2,1,1,0,2,0,0,0,1,3
0,2,0,1,0,0,2,0,1,3
3,3,3,2,2,1,1,1,0,2
3,2,3,0,3,0,1,1,0,2
1,1,3,1,3,0,0,3,0,1

Step 16
2,1,2,2,2,2,0,1,2,0
3,1,2,1,1,1,2,0,3,0
1,2,3,3,2,1,2,2,3,3
0,0,3,2,0,2,3,1,2,0
1,3,3,0,1,3,0,3,2,3
2,0,3,0,2,2,0,2,0,0
2,1,3,2,1,2,3,3,2,3
3,2,3,1,2,0,3,0,3,3
1,3,2,3,2,2,0,1,0,3
2,0,3,0,0,0,0,2,0,0

Step 17
0,2,2,0,1,1,1,1,3,3
3,3,2,2,2,3,1,0,2,2
2,3,2,0,0,2,1,2,2,2
0,1,2,1,3,2,0,2,3,2
0,1,0,0,0,1,3,2,0,2
2,3,1,0,2,2,3,0,1,2
3,3,2,0,3,0,3,0,0,1
3,3,2,2,3,0,0,0,2,2
1,2,0,2,1,0,3,2,3,3
1,0,0,2,1,2,2,2,1,1

Step 18
2,1,2,2,1,0,3,2,1,1
2,2,1,2,3,1,1,2,1,2
0,1,1,2,2,3,1,0,0,1
2,2,3,1,3,3,3,0,3,3
1,0,2,1,0,3,1,2,1,3
1,1,3,3,3,2,2,0,3,3
0,2,2,0,2,0,1,3,1,1
1,1,2,3,3,1,1,1,3,1
0,3,2,2,0,3,3,3,1,1
1,3,2,3,3,3,3,3,3,2

Step 19
1,2,1,0,0,2,2,0,2,0
3,3,0,0,2,2,2,3,2,1
2,1,0,2,1,1,0,3,0,2
1,3,1,1,2,0,0,1,3,2
2,2,0,1,1,3,3,2,0,1
2,2,1,1,2,0,2,2,0,0
3,0,2,1,3,3,1,1,2,0
2,0,1,1,3,1,1,3,3,3
3,3,3,3,3,1,1,3,2,3
2,2,1,1,0,3,2,3,3,1

Step 20
2,0,3,1,0,2,2,1,3,0
0,0,2,3,3,0,2,3,3,0
1,1,0,1,0,3,1,0,1,1
1,3,3,2,3,1,3,0,1,0
2,3,0,3,3,2,0,1,1,3
0,2,1,2,0,2,0,3,0,2
3,1,2,3,1,0,1,0,1,0
3,0,1,3,3,0,1,0,1,1
2,2,0,1,3,2,0,0,2,0
2,0,2,1,2,2,3,2,1,3

Step 21
3,1,2,0,3,3,1,0,3,0
0,3,3,2,0,1,1,1,3,0
0,0,2,3,3,2,3,1,0,2
0,2,2,1,3,0,0,2,3,3
2,3,3,2,0,0,3,3,3,0
1,1,0,1,0,0,1,2,2,1
0,3,3,1,0,3,2,3,2,2
2,2,1,1,2,0,0,1,3,2
0,0,2,2,1,0,2,3,0,0
2,2,1,3,3,0,2,1,2,0

Step 22
2,1,3,2,3,1,2,1,1,0
1,2,0,1,0,0,0,1,2,0
2,2,1,1,3,1,0,3,0,2
0,2,0,0,1,3,0,1,3,3
0,2,3,0,3,3,3,1,0,2
2,2,3,1,2,3,2,2,1,1
2,2,2,2,2,2,1,3,1,1
3,0,2,1,0,2,0,3,3,3
0,3,2,0,3,3,3,2,0,2
2,2,3,2,3,3,0,3,0,1

Step 23
2,2,3,1,1,2,1,3,0,1
0,1,1,1,3,2,1,3,0,0
3,2,1,2,2,3,1,1,3,2
3,3,0,3,2,3,1,2,1,0
3,0,1,2,1,0,3,3,3,2
0,1,1,3,1,3,1,1,0,2
3,1,2,0,3,3,1,2,0,3
1,2,0,2,1,1,3,0,0,0
1,2,0,0,3,1,0,3,0,0
2,2,3,2,2,0,1,3,2,1

Step 24
0,2,1,0,1,3,3,0,3,1
0,0,2,1,2,3,3,2,0,3
3,1,1,2,2,2,1,1,0,1
1,2,3,0,2,3,1,1,0,1
1,3,3,1,1,0,1,2,3,3
3,1,0,0,0,2,3,0,3,2
3,3,0,0,0,0,0,2,3,2
3,0,2,3,0,2,1,2,1,1
1,0,3,2,0,2,0,1,3,2
3,2,0,0,1,0,1,2,1,0

Step 25
2,1,2,1,0,3,1,3,2,1
3,0,0,1,1,3,1,3,2,2
3,1,2,0,3,2,1,3,0,2
1,0,3,2,2,0,0,2,2,0
1,1,1,3,0,1,2,1,2,1
3,2,2,1,3,0,2,3,1,1
1,0,1,2,2,0,1,1,3,3
0,1,1,3,3,3,2,2,1,1
0,2,3,0,0,3,2,0,2,2
3,1,3,3,3,2,2,3,1,1

Step 26
2,3,3,1,1,2,3,2,2,3
1,0,1,2,1,0,3,2,1,3
2,2,0,2,3,2,3,2,3,2
1,3,0,3,3,1,0,2,2,1
3,1,2,0,1,0,0,3,1,0
0,0,0,2,3,1,1,2,0,0
3,0,3,0,0,1,2,1,1,0
3,2,2,0,1,2,1,2,1,2
3,2,3,2,2,0,2,3,1,1
2,2,3,2,3,3,2,1,2,0

Step 27
3,2,0,1,3,3,1,2,2,1
3,1,2,3,3,0,3,2,0,0
3,2,1,2,3,3,3,1,0,1
3,1,0,3,3,2,0,3,2,1
3,1,0,1,2,2,1,1,3,2
3,1,3,3,3,1,3,2,2,3
1,3,2,0,0,1,2,1,0,0
3,3,1,2,2,1,3,0,1,0
1,3,0,3,1,2,1,0,2,3
1,0,0,3,0,1,0,3,1,1

Step 28
0,0,3,0,3,2,3,0,2,0
3,3,3,3,2,2,0,3,1,0
2,1,0,2,1,0,1,0,3,3
2,1,1,3,2,1,0,2,3,2
3,3,1,0,0,0,2,2,0,1
1,0,3,0,1,0,1,0,3,2
1,0,2,0,3,3,2,1,3,0
0,3,0,3,0,2,0,2,3,2
2,0,1,2,1,2,3,0,0,3
0,3,0,0,1,3,0,2,1,2

Step 29
2,1,0,3,2,2,2,0,1,3
1,0,3,3,1,2,1,2,0,0
1,0,1,3,0,2,3,2,0,1
3,0,3,2,1,3,3,0,3,2
2,2,0,2,3,0,0,2,1,2
0,3,2,0,3,2,3,1,3,1
0,3,3,0,2,3,0,0,2,1
1,3,2,2,0,0,1,1,1,2
1,0,3,3,3,1,3,1,2,2
2,3,0,1,0,0,0,0,3,1

Step 30
1,2,3,0,3,2,2,2,2,1
2,2,2,2,1,2,3,1,0,0
3,0,3,0,0,0,2,1,0,3
1,3,1,0,0,2,2,0,1,1
3,0,2,2,2,3,3,3,2,1
0,2,1,1,1,3,3,3,1,3
1,3,3,2,3,2,1,0,1,1
1,0,2,2,1,0,0,0,2,1
0,0,3,3,0,3,0,0,0,1
2,0,0,3,2,0,0,3,0,2

Step 31
1,3,1,3,1,0,1,1,2,0
1,0,2,0,1,2,1,2,1,0
0,1,2,0,2,0,3,0,0,2
1,3,0,2,3,0,3,2,1,2
2,2,0,0,2,3,1,1,2,2
2,0,2,3,1,3,3,1,1,0
1,2,2,1,2,2,2,1,2,0
0,0,2,3,1,0,1,2,0,3
1,3,0,1,2,3,3,1,2,0
0,0,0,3,0,0,2,3,0,2

Step 32
3,3,2,0,3,0,0,1,1,0
1,3,2,3,3,2,1,0,0,3
3,0,3,2,0,3,0,0,3,0
2,2,2,0,3,1,0,2,2,0
3,1,3,2,1,0,2,1,3,0
1,0,1,3,0,2,1,3,3,0
0,0,1,3,3,0,2,1,3,2
3,2,3,2,1,3,2,1,3,2
2,1,0,2,2,2,3,0,3,1
3,3,1,0,3,1,1,1,2,0

Step 33
3,0,2,1,3,0,3,1,3,0
2,3,0,0,0,3,2,3,0,1
0,0,3,0,1,3,3,3,1,3
2,1,1,2,1,1,3,2,0,2
2,0,2,0,0,3,0,3,3,0
3,0,3,3,0,2,2,3,3,0
2,3,2,1,1,0,2,2,1,1
3,1,0,1,1,2,2,0,3,3
0,2,2,2,0,3,0,2,0,3
1,2,1,1,1,2,2,1,0,3

Step 34
3,0,1,1,0,2,3,0,0,1
3,0,2,3,2,3,1,3,2,0
0,1,0,0,2,1,2,1,0,2
0,0,0,0,1,0,1,3,0,1
1,1,0,2,2,2,2,2,0,1
1,3,3,2,3,2,2,1,3,0
3,1,3,2,2,3,1,1,2,3
1,1,0,3,2,2,1,3,2,0
3,0,1,1,2,1,2,3,2,3
1,2,0,0,0,3,3,1,0,1

Step 35
1,1,1,0,1,3,3,3,0,3
1,3,3,0,2,0,3,2,2,1
2,2,1,3,3,3,3,3,0,3
1,1,1,3,0,0,1,0,1,0
0,1,0,3,3,1,0,0,3,3
0,0,3,0,1,1,1,2,1,3
3,2,2,2,2,1,2,0,3,1
2,3,1,3,3,0,0,0,0,3
1,0,3,1,2,0,0,0,3,2
2,2,0,0,1,0,1,2,2,1

Step 36
1,1,0,1,3,0,2,0,1,3
0,3,3,1,2,2,3,0,3,0
1,3,2,2,1,0,1,0,0,1
3,2,1,3,2,0,0,3,0,1
3,2,2,3,0,0,1,2,2,3
3,2,1,3,2,2,3,2,0,3
1,0,1,1,1,1,1,3,1,2
2,0,1,3,3,2,1,0,2,1
1,1,0,2,0,0,1,1,1,1
1,2,1,0,0,1,1,2,3,3

Step 37
0,1,0,1,1,3,1,1,3,3
1,1,0,0,0,2,1,0,2,2
3,2,2,1,2,2,3,3,2,1
1,3,2,3,3,3,1,1,1,2
2,3,1,0,1,3,0,0,0,1
0,0,0,3,3,2,0,3,3,1
0,3,1,1,1,2,2,1,2,0
2,2,3,1,0,0,1,0,2,2
0,1,0,0,1,3,1,1,0,0
3,1,0,0,3,3,0,2,2,0

Step 38
0,0,3,1,1,1,1,1,3,3
2,0,3,2,1,3,1,0,0,1
3,2,2,3,2,2,3,2,3,2
2,0,1,2,1,2,2,3,1,1
2,2,1,0,1,2,2,2,2,0
3,3,2,0,0,1,3,0,3,0
3,3,3,3,0,1,1,2,3,1
2,3,0,1,1,2,2,1,2,3
2,0,0,0,3,0,3,0,3,3
1,2,2,1,2,1,0,3,2,0

Step 39
1,0,0,3,2,1,0,2,1,2
0,0,1,2,0,3,0,1,3,3
0,2,2,1,0,3,2,2,0,2
0,1,0,3,0,2,0,1,1,0
2,1,0,2,3,1,1,1,3,1
0,1,2,0,2,1,0,2,3,1
1,0,0,0,0,2,3,1,2,0
0,2,0,0,0,3,2,3,2,3
3,2,0,0,3,0,2,2,3,2
0,1,0,1,3,2,2,2,0,1

Step 40
2,0,0,0,1,3,3,2,3,3
2,3,3,0,1,2,0,0,1,2
0,0,0,3,3,1,1,2,2,1
3,3,3,3,2,1,0,2,0,3
2,3,2,0,1,1,3,1,0,3
3,3,2,2,3,1,0,0,3,0
1,1,3,3,1,2,3,0,3,3
0,0,3,3,3,3,3,2,0,3
1,0,3,0,1,3,0,0,1,2
0,1,1,3,2,1,2,3,1,0

Step 41
0,0,3,1,1,1,3,0,0,0
2,1,3,3,0,1,1,3,1,3
3,0,2,0,1,2,0,2,0,1
0,0,3,0,1,3,2,3,1,3
3,3,0,2,0,3,0,2,1,0
3,3,0,3,2,2,3,1,1,1
1,3,0,2,3,1,2,0,1,2
0,1,1,3,2,2,3,2,3,2
0,1,2,0,1,1,3,0,2,2
3,0,1,2,1,3,0,0,0,3

Step 42
2,3,0,2,0,1,2,3,1,3
2,3,0,3,2,1,1,0,3,1
0,2,3,0,3,2,3,3,1,0
3,1,2,3,3,3,0,0,3,1
2,0,1,0,0,2,3,0,1,3
1,0,2,1,1,0,2,1,2,1
1,3,1,1,0,1,1,2,3,2
1,1,3,2,0,2,0,1,3,0
0,1,3,2,3,1,3,0,3,3
0,2,1,2,0,3,1,1,2,0

Step 43
2,3,1,3,3,3,1,0,3,1
3,1,2,3,0,3,1,1,2,3
3,1,3,2,1,0,1,3,3,2
1,2,1,1,3,3,3,1,1,1
2,0,0,1,2,2,1,1,0,3
3,3,1,2,1,1,2,2,1,1
1,1,0,1,1,1,2,1,1,1
2,2,1,0,3,0,2,1,2,3
1,3,1,0,1,2,2,1,3,1
3,2,3,1,2,1,1,2,1,3

Step 44
0,1,2,0,0,1,1,3,0,3
2,1,0,2,2,3,1,1,1,0
1,1,1,1,1,2,2,0,2,2
0,1,2,2,2,0,2,0,0,3
3,1,0,0,2,1,3,3,3,1
2,1,0,3,0,3,0,2,3,0
1,1,1,0,3,0,3,2,0,2
2,3,3,1,3,0,2,2,3,0
0,2,2,2,1,1,2,1,3,2
1,2,1,2,0,3,2,3,1,2

Step 45
0,3,2,0,3,1,0,2,0,1
3,0,0,1,2,3,3,1,2,2
0,2,2,1,2,2,1,0,2,1
1,1,2,3,3,1,2,3,2,0
1,1,1,3,0,3,3,2,2,0
1,3,3,1,0,0,2,3,1,3
3,0,1,1,0,1,3,2,0,0
3,3,1,2,1,2,3,2,1,0
3,2,0,3,2,0,2,1,2,1
2,3,1,3,3,2,1,1,3,2

Step 46
1,0,3,0,1,1,0,0,1,3
1,2,0,1,0,2,2,0,3,1
3,3,0,2,1,2,2,2,0,3
0,0,3,3,1,2,0,1,3,2
0,3,1,0,0,2,1,1,3,2
0,3,3,3,3,3,2,3,2,0
3,1,0,0,0,3,3,1,2,1
1,0,0,3,3,2,0,3,0,2
3,2,3,3,3,0,3,2,2,0
1,2,3,2,3,1,3,1,3,1

Step 47
2,1,3,0,1,0,0,0,2,0
2,2,3,0,1,2,1,3,1,2
0,1,3,3,1,1,3,3,2,0
3,3,0,3,1,3,0,2,2,2
0,0,1,2,3,0,3,2,3,0
0,2,3,1,3,0,0,1,0,1
1,2,3,2,1,0,2,3,2,0
2,2,1,3,0,1,3,3,0,0
3,0,0,2,1,2,3,2,2,2
0,1,3,2,2,1,0,2,1,1

Step 48
2,2,0,2,3,0,3,2,0,2
2,2,2,1,3,0,2,3,1,3
2,1,0,3,1,1,2,2,0,1
1,0,1,1,2,0,3,2,1,0
2,0,3,2,2,2,2,3,1,2
0,1,3,3,0,2,2,1,0,0
3,2,1,3,2,1,3,1,1,2
0,0,2,2,3,3,3,2,0,1
1,3,3,2,0,2,1,3,2,0
3,2,2,1,0,0,3,0,3,1

Step 49
2,0,3,1,0,2,2,0,0,1
1,3,3,0,3,2,3,3,2,3
0,3,3,2,3,2,2,3,0,3
0,1,2,1,2,0,0,0,2,0
0,0,0,3,2,1,0,0,0,3
1,3,2,2,2,3,3,3,1,0
2,3,2,2,3,0,2,3,1,0
2,2,1,3,2,1,1,0,1,1
3,0,1,3,2,3,0,1,2,2
2,3,3,0,1,0,2,2,1,1

Step 50
0,1,0,2,2,1,0,2,1,3
3,0,2,2,0,3,1,1,2,3
1,0,3,2,0,0,2,2,1,1
0,0,3,1,1,2,0,0,2,2
1,1,1,0,0,3,0,2,1,3
2,2,3,2,2,1,0,1,3,0
0,0,3,1,2,2,3,1,3,2
3,1,0,0,3,3,2,0,1,0
0,3,0,1,0,1,3,3,3,1
2,0,3,0,2,0,3,0,3,1

Step 51
1,1,1,3,2,2,0,2,1,3
2,0,1,0,1,3,3,2,1,3
2,1,2,2,2,2,1,1,3,2
2,2,0,3,1,3,3,0,1,3
3,0,1,2,0,2,3,0,0,2
2,0,0,1,3,1,3,2,3,0
0,1,3,2,0,3,3,0,2,0
3,3,0,3,0,0,3,2,2,3
0,0,1,2,1,0,2,3,3,3
2,1,0,1,0,3,2,1,1,0

Step 52
2,3,3,0,0,2,3,0,1,2
0,3,3,2,3,0,0,2,1,2
0,1,0,0,0,2,2,1,0,3
2,1,2,2,2,1,1,1,1,2
1,1,0,1,1,1,3,0,2,2
2,2,1,0,1,0,0,3,2,0
1,1,1,3,3,1,2,1,0,0
1,1,0,1,2,3,2,1,3,3
3,3,1,0,1,0,3,2,2,2
3,1,0,1,1,1,1,1,1,3

Step 53
0,1,0,3,0,3,1,1,1,1
0,0,0,3,0,3,3,1,2,2
0,0,0,3,0,3,1,2,0,0
1,0,1,2,2,1,0,0,3,0
2,3,1,1,2,3,2,1,1,0
2,0,0,1,2,2,1,0,1,2
1,3,2,3,3,1,1,1,0,1
2,0,2,2,1,0,3,0,0,3
0,2,1,0,0,0,2,2,2,0
3,2,2,2,2,1,1,3,0,3

Step 54
1,1,3,0,3,1,0,2,2,0
3,2,2,0,0,1,3,1,0,1
1,1,2,2,3,2,1,1,0,2
2,2,3,0,1,2,2,1,2,2
1,3,0,0,2,3,3,3,0,2
0,2,1,3,3,3,3,2,1,3
3,1,2,3,3,2,1,3,3,0
0,0,1,3,2,2,1,0,0,1
3,2,1,3,0,0,2,3,1,0
0,1,0,0,2,1,3,1,2,0

Step 55
1,2,1,0,3,1,0,2,1,3
0,3,3,3,0,1,3,1,3,2
2,3,0,3,1,1,1,1,0,3
2,2,2,0,1,3,3,0,0,3
0,3,3,0,3,3,0,0,1,2
1,2,2,2,3,2,2,1,2,1
2,0,0,2,2,2,2,0,3,2
3,2,0,3,2,1,2,2,0,2
3,2,0,3,1,1,2,3,3,3
3,1,1,3,0,1,1,1,2,2

Step 56
2,2,0,2,0,3,3,3,1,3
0,1,2,1,1,0,0,0,1,3
2,0,0,1,0,1,1,0,2,0
0,3,0,2,3,1,3,0,3,2
2,1,3,2,3,0,0,1,1,1
0,0,3,1,3,0,0,2,2,0
0,1,1,3,3,0,0,0,0,3
1,0,0,1,1,1,1,1,3,2
0,1,1,2,3,2,3,0,3,1
1,1,2,1,1,2,0,1,3,1

Step 57
2,3,0,0,3,0,3,3,2,1
0,3,3,1,2,2,0,0,2,2
3,3,2,0,0,0,3,3,1,0
3,3,0,3,2,3,3,2,3,1
2,1,1,1,3,0,2,1,2,1
2,3,0,1,1,1,2,0,0,1
0,0,2,2,3,1,2,1,3,1
3,0,2,3,2,0,3,2,2,0
2,2,3,3,0,1,1,0,1,3
2,2,2,0,2,1,1,3,1,1

Step 58
0,3,0,1,2,0,2,2,2,0
0,1,0,0,1,0,0,3,3,2
2,0,3,2,3,3,3,1,2,3
1,1,2,3,1,3,1,0,1,0
3,3,3,3,0,0,0,0,1,3
1,0,1,1,3,0,1,1,0,0
2,2,3,0,3,1,1,2,1,2
0,1,2,1,1,1,0,2,0,3
2,0,3,0,1,0,2,3,3,1
2,1,0,2,2,0,1,3,3,3

Step 59
0,0,0,1,0,1,3,2,0,3
2,0,1,2,1,2,2,3,3,2
1,3,2,0,2,3,3,0,1,0
0,3,1,0,1,2,1,0,1,1
0,2,0,1,0,2,0,2,1,2
3,1,2,3,0,3,0,2,2,3
2,0,0,1,1,0,1,3,0,3
3,2,3,2,2,2,2,1,0,0
2,3,1,0,2,3,2,2,1,2
0,2,2,1,2,2,2,3,2,3

Step 60
2,1,3,1,2,1,2,2,1,3
1,1,1,0,3,1,1,0,0,0
2,2,2,3,0,2,0,3,3,3
1,2,0,0,2,2,0,0,0,1
1,2,2,3,3,3,2,0,1,2
1,3,3,0,1,2,0,3,1,2
2,2,0,1,3,0,2,3,3,0
1,3,3,3,2,1,0,3,0,0
2,1,2,0,1,1,2,0,1,1
3,2,1,1,0,1,1,0,1,2

Step 61
0,2,0,1,3,0,3,0,2,2
3,3,3,1,2,3,3,0,2,2
3,1,0,2,2,1,0,3,0,2
3,3,2,0,3,0,2,0,2,1
3,3,2,2,1,0,3,1,3,0
0,3,2,1,2,3,0,3,1,2
1,1,3,1,1,3,0,2,0,3
0,2,3,3,3,3,3,1,1,2
3,3,3,2,3,3,0,3,3,0
2,3,3,1,0,1,0,0,3,0

Step 62
1,0,1,0,3,0,1,0,2,1
2,1,3,0,0,1,0,0,0,3
3,0,1,0,0,0,1,0,2,1
3,3,0,0,1,1,3,2,0,2
2,3,2,0,1,1,0,1,3,3
3,3,2,0,3,0,2,0,0,1
3,2,2,2,0,2,3,3,3,0
1,3,1,2,3,3,2,3,3,2
0,1,3,1,3,3,0,3,3,2
0,0,0,2,3,3,2,2,2,3

Step 63
3,3,2,1,2,2,3,3,0,1
1,1,3,3,3,1,0,2,3,1
2,0,3,1,0,1,1,0,0,1
3,0,2,0,0,1,0,0,0,3
3,3,3,2,2,2,3,3,1,3
2,2,3,0,1,3,3,1,0,0
1,2,3,2,2,0,2,3,3,0
0,2,0,3,2,3,2,2,0,1
2,2,0,1,2,0,0,0,2,3
2,3,3,2,1,1,1,2,0,2

Step 64
3,0,3,3,2,0,2,3,0,1
2,0,1,2,0,3,0,1,1,3
1,0,3,0,3,0,3,2,3,2
1,0,2,1,3,1,2,1,3,2
2,0,2,1,3,2,1,2,0,0
2,0,0,3,1,0,2,1,2,2
3,2,1,2,0,3,1,1,1,1
3,2,1,2,2,3,2,0,0,3
2,1,2,1,3,0,0,0,3,0
0,1,2,1,3,3,2,2,2,3

Step 65
3,2,3,2,1,0,3,3,2,1
0,0,2,3,3,2,2,1,0,3
0,1,1,1,1,0,3,0,1,1
2,3,0,2,0,2,2,3,1,1
1,1,1,1,3,2,0,2,3,3
2,1,0,0,2,1,2,1,3,1
2,3,1,2,1,0,2,2,3,1
0,3,2,1,2,1,3,3,1,0
0,2,3,3,0,1,3,2,0,0
0,1,0,3,3,1,3,3,2,0

Step 66
3,2,2,0,3,0,2,0,1,2
3,0,2,1,0,3,3,1,0,1
2,3,3,0,2,1,3,0,0,3
3,0,0,0,3,0,2,2,2,2
2,2,2,0,3,3,0,3,0,3
3,1,3,2,2,0,2,1,0,3
1,1,3,1,1,3,3,0,1,2
2,3,2,1,3,1,2,2,3,0
1,1,0,1,2,1,3,2,3,1
2,0,1,1,0,3,1,0,2,3

Step 67
0,0,2,3,0,2,0,1,1,3
1,3,0,0,2,2,0,2,3,2
3,1,2,3,2,2,0,1,3,1
1,0,1,2,1,1,2,2,3,2
2,1,0,3,0,3,2,3,1,2
1,3,1,1,3,0,3,2,3,2
3,1,1,3,3,0,2,2,1,2
2,2,3,0,2,1,3,0,0,3
1,0,0,3,3,3,3,3,3,3
